,id,,season,,week,,start_date,,home_id,,home_points,,away_id,,away_points,
",(",401411116,",",2022,",",4,",'",2022-09-22T23:30:00.000Z,"',",259,",",10,",",277,",",33,)
",(",401421129,",",2022,",",4,",'",2022-09-23T00:30:00.000Z,"',",356,",",31,",",236,",",0,)
",(",401411117,",",2022,",",4,",'",2022-09-23T23:00:00.000Z,"',",183,",",22,",",258,",",20,)
",(",401415220,",",2022,",",4,",'",2022-09-24T00:00:00.000Z,"',",2005,",",48,",",2440,",",20,)
",(",401426571,",",2022,",",4,",'",2022-09-24T01:00:00.000Z,"',",2638,",",27,",",68,",",10,)
",(",401403895,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",61,",",39,",",2309,",",22,)
",(",401404080,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",66,",",24,",",239,",",31,)
",(",401404079,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",2305,",",35,",",150,",",27,)
",(",401403894,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",2,",",17,",",142,",",14,)
",(",401404078,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",2567,",",34,",",2628,",",42,)
",(",401405098,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",213,",",33,",",2117,",",14,)
",(",401411123,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",154,",",45,",",228,",",51,)
",(",401405097,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",130,",",34,",",120,",",27,)
",(",401416604,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",2199,",",31,",",2084,",",50,)
",(",401403899,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",344,",",45,",",189,",",14,)
",(",401411121,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",221,",",45,",",227,",",24,)
",(",401411119,",",2022,",",4,",'",2022-09-24T16:00:00.000Z,"',",97,",",41,",",58,",",3,)
",(",401416606,",",2022,",",4,",'",2022-09-24T18:00:00.000Z,"',",195,",",59,",",2230,",",52,)
",(",401403998,",",2022,",",4,",'",2022-09-24T18:00:00.000Z,"',",38,",",17,",",26,",",45,)
",(",401414781,",",2022,",",4,",'",2022-09-24T18:00:00.000Z,"',",218,",",28,",",113,",",0,)
",(",401405092,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",127,",",7,",",135,",",34,)
",(",401403901,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",2633,",",38,",",57,",",33,)
",(",401405096,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",2132,",",45,",",84,",",24,)
",(",401415037,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",2026,",",28,",",256,",",32,)
",(",401415224,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",21,",",17,",",2649,",",14,)
",(",401426568,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",2390,",",31,",",2393,",",45,)
",(",401426569,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",235,",",44,",",249,",",34,)
",(",401426572,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",2636,",",52,",",2640,",",24,)
",(",401426565,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",98,",",73,",",2229,",",0,)
",(",401404126,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",153,",",32,",",87,",",45,)
",(",401404082,",",2022,",",4,",'",2022-09-24T19:30:00.000Z,"',",2641,",",37,",",251,",",34,)
",(",401403898,",",2022,",",4,",'",2022-09-24T20:00:00.000Z,"',",145,",",35,",",202,",",27,)
",(",401411122,",",2022,",",4,",'",2022-09-24T20:00:00.000Z,"',",2116,",",27,",",59,",",10,)
",(",401415221,",",2022,",",4,",'",2022-09-24T20:00:00.000Z,"',",36,",",10,",",16,",",41,)
",(",401403999,",",2022,",",4,",'",2022-09-24T20:00:00.000Z,"',",265,",",41,",",2483,",",44,)
",(",401403996,",",2022,",",4,",'",2022-09-24T21:30:00.000Z,"',",25,",",49,",",12,",",31,)
",(",401426335,",",2022,",",4,",'",2022-09-24T22:00:00.000Z,"',",295,",",29,",",2032,",",26,)
",(",401415624,",",2022,",",4,",'",2022-09-24T22:00:00.000Z,"',",151,",",20,",",2426,",",23,)
",(",401416605,",",2022,",",4,",'",2022-09-24T22:00:00.000Z,"',",290,",",34,",",2050,",",23,)
",(",401426570,",",2022,",",4,",'",2022-09-24T22:00:00.000Z,"',",248,",",34,",",242,",",27,)
",(",401404160,",",2022,",",4,",'",2022-09-24T22:00:00.000Z,"',",2335,",",21,",",2006,",",12,)
",(",401403896,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",96,",",31,",",2459,",",23,)
",(",401403893,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",245,",",23,",",8,",",21,)
",(",401405091,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",164,",",10,",",2294,",",27,)
",(",401418793,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",326,",",34,",",2277,",",0,)
",(",401415040,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",2655,",",24,",",2572,",",27,)
",(",401426393,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",2653,",",16,",",276,",",7,)
",(",401415222,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",328,",",24,",",2439,",",34,)
",(",401426567,",",2022,",",4,",'",2022-09-24T23:00:00.000Z,"',",6,",",38,",",2348,",",14,)
",(",401426564,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",2579,",",56,",",2429,",",20,)
",(",401405095,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",194,",",52,",",275,",",21,)
",(",401403892,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",333,",",55,",",238,",",3,)
",(",401405093,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",77,",",14,",",193,",",17,)
",(",401426566,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",2509,",",28,",",2226,",",26,)
",(",401404150,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",152,",",41,",",41,",",10,)
",(",401403897,",",2022,",",4,",'",2022-09-24T23:30:00.000Z,"',",99,",",38,",",167,",",0,)
",(",401404081,",",2022,",",4,",'",2022-09-25T00:00:00.000Z,"',",201,",",34,",",2306,",",41,)
",(",401411118,",",2022,",",4,",'",2022-09-25T00:00:00.000Z,"',",52,",",44,",",103,",",14,)
",(",401409237,",",2022,",",4,",'",2022-09-25T00:00:00.000Z,"',",166,",",45,",",62,",",26,)
",(",401426336,",",2022,",",4,",'",2022-09-25T00:00:00.000Z,"',",2433,",",21,",",309,",",17,)
",(",401404000,",",2022,",",4,",'",2022-09-25T01:30:00.000Z,"',",204,",",14,",",30,",",17,)
",(",401415223,",",2022,",",4,",'",2022-09-25T02:15:00.000Z,"',",252,",",38,",",2751,",",24,)
",(",401404001,",",2022,",",4,",'",2022-09-25T02:30:00.000Z,"',",264,",",40,",",24,",",22,)
",(",401403997,",",2022,",",4,",'",2022-09-25T02:30:00.000Z,"',",9,",",13,",",254,",",34,)
",(",401415225,",",2022,",",4,",'",2022-09-25T02:30:00.000Z,"',",23,",",34,",",2711,",",6,)
",(",401403908,",",2022,",",5,",'",2022-09-29T23:00:00.000Z,"',",2579,",",50,",",2569,",",10,)
",(",401415226,",",2022,",",5,",'",2022-09-30T00:00:00.000Z,"',",252,",",38,",",328,",",26,)
",(",401415625,",",2022,",",5,",'",2022-09-30T23:00:00.000Z,"',",248,",",24,",",2655,",",27,)
",(",401426576,",",2022,",",5,",'",2022-09-30T23:30:00.000Z,"',",2393,",",30,",",2636,",",45,)
",(",401415228,",",2022,",",5,",'",2022-10-01T00:00:00.000Z,"',",68,",",35,",",21,",",13,)
",(",401404007,",",2022,",",5,",'",2022-10-01T02:30:00.000Z,"',",26,",",40,",",264,",",32,)
",(",401415229,",",2022,",",5,",'",2022-10-01T03:00:00.000Z,"',",2439,",",31,",",167,",",20,)
",(",401415227,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",2005,",",13,",",2426,",",10,)
",(",401405100,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",2294,",",14,",",130,",",27,)
",(",401405099,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",275,",",10,",",356,",",34,)
",(",401404137,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",349,",",14,",",2247,",",31,)
",(",401404086,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",2628,",",55,",",201,",",24,)
",(",401404085,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",2306,",",37,",",2641,",",28,)
",(",401403905,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",145,",",22,",",96,",",19,)
",(",401411124,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",103,",",34,",",97,",",33,)
",(",401405101,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",135,",",10,",",2509,",",20,)
",(",401415628,",",2022,",",5,",'",2022-10-01T16:00:00.000Z,"',",235,",",24,",",218,",",3,)
",(",401426338,",",2022,",",5,",'",2022-10-01T17:30:00.000Z,"',",256,",",40,",",326,",",13,)
",(",401414782,",",2022,",",5,",'",2022-10-01T18:00:00.000Z,"',",2199,",",20,",",113,",",13,)
",(",401404006,",",2022,",",5,",'",2022-10-01T18:00:00.000Z,"',",254,",",42,",",204,",",16,)
",(",401416608,",",2022,",",5,",'",2022-10-01T18:00:00.000Z,"',",2050,",",44,",",2459,",",38,)
",(",401415626,",",2022,",",5,",'",2022-10-01T18:30:00.000Z,"',",58,",",28,",",151,",",48,)
",(",401405104,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",194,",",49,",",164,",",10,)
",(",401411128,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",153,",",41,",",259,",",10,)
",(",401411127,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",52,",",21,",",154,",",31,)
",(",401404151,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",41,",",19,",",278,",",14,)
",(",401403902,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",8,",",26,",",333,",",49,)
",(",401405105,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",213,",",17,",",77,",",7,)
",(",401421140,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",2026,",",49,",",2643,",",0,)
",(",401416607,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",2649,",",38,",",2117,",",17,)
",(",401405103,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",120,",",27,",",127,",",13,)
",(",401426339,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",276,",",28,",",2241,",",7,)
",(",401404083,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",239,",",25,",",197,",",36,)
",(",401404084,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",2305,",",14,",",66,",",11,)
",(",401416611,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",2309,",",31,",",195,",",24,)
",(",401416610,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",2084,",",24,",",193,",",20,)
",(",401416609,",",2022,",",5,",'",2022-10-01T19:30:00.000Z,"',",2006,",",28,",",189,",",31,)
",(",401426575,",",2022,",",5,",'",2022-10-01T20:00:00.000Z,"',",249,",",45,",",2226,",",28,)
",(",401403906,",",2022,",",5,",'",2022-10-01T20:00:00.000Z,"',",344,",",42,",",245,",",24,)
",(",401426341,",",2022,",",5,",'",2022-10-01T21:00:00.000Z,"',",309,",",17,",",6,",",20,)
",(",401411130,",",2022,",",5,",'",2022-10-01T21:00:00.000Z,"',",183,",",59,",",2681,",",0,)
",(",401404004,",",2022,",",5,",'",2022-10-01T21:30:00.000Z,"',",265,",",28,",",25,",",9,)
",(",401426573,",",2022,",",5,",'",2022-10-01T22:00:00.000Z,"',",2429,",",35,",",2638,",",41,)
",(",401404161,",",2022,",",5,",'",2022-10-01T22:00:00.000Z,"',",295,",",24,",",2335,",",38,)
",(",401416612,",",2022,",",5,",'",2022-10-01T22:00:00.000Z,"',",2711,",",44,",",160,",",7,)
",(",401415627,",",2022,",",5,",'",2022-10-01T23:00:00.000Z,"',",202,",",21,",",2132,",",31,)
",(",401403903,",",2022,",",5,",'",2022-10-01T23:00:00.000Z,"',",2,",",17,",",99,",",21,)
",(",401426578,",",2022,",",5,",'",2022-10-01T23:00:00.000Z,"',",98,",",27,",",2653,",",34,)
",(",401426337,",",2022,",",5,",'",2022-10-01T23:00:00.000Z,"',",324,",",34,",",290,",",30,)
",(",401426340,",",2022,",",5,",'",2022-10-01T23:00:00.000Z,"',",2032,",",45,",",2433,",",28,)
",(",401415230,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",2751,",",16,",",23,",",33,)
",(",401404087,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",251,",",38,",",277,",",20,)
",(",401411125,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",228,",",30,",",152,",",20,)
",(",401411126,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",150,",",38,",",258,",",17,)
",(",401426577,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",242,",",28,",",5,",",24,)
",(",401403907,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",142,",",22,",",61,",",26,)
",(",401405102,",",2022,",",5,",'",2022-10-01T23:30:00.000Z,"',",158,",",35,",",84,",",21,)
",(",401426574,",",2022,",",5,",'",2022-10-02T00:00:00.000Z,"',",166,",",7,",",2229,",",21,)
",(",401411129,",",2022,",",5,",'",2022-10-02T00:00:00.000Z,"',",221,",",21,",",59,",",26,)
",(",401404002,",",2022,",",5,",'",2022-10-02T01:30:00.000Z,"',",12,",",43,",",38,",",20,)
",(",401404003,",",2022,",",5,",'",2022-10-02T02:30:00.000Z,"',",30,",",42,",",9,",",25,)
",(",401404005,",",2022,",",5,",'",2022-10-02T03:00:00.000Z,"',",2483,",",45,",",24,",",27,)
",(",401403904,",",2022,",",5,",'",2022-10-02T16:00:00.000Z,"',",57,",",52,",",331,",",17,)
",(",401415629,",",2022,",",6,",'",2022-10-05T23:00:00.000Z,"',",2116,",",41,",",2567,",",19,)
",(",401405111,",",2022,",",6,",'",2022-10-07T23:00:00.000Z,"',",164,",",13,",",158,",",14,)
",(",401415630,",",2022,",",6,",'",2022-10-07T23:30:00.000Z,"',",235,",",32,",",248,",",33,)
",(",401415233,",",2022,",",6,",'",2022-10-08T02:30:00.000Z,"',",2440,",",14,",",36,",",17,)
",(",401415236,",",2022,",",6,",'",2022-10-08T02:30:00.000Z,"',",23,",",40,",",2439,",",7,)
",(",401405108,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",84,",",10,",",130,",",31,)
",(",401405109,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",120,",",29,",",2509,",",31,)
",(",401403913,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",99,",",13,",",2633,",",40,)
",(",401403914,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",344,",",40,",",8,",",17,)
",(",401404090,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",201,",",0,",",251,",",49,)
",(",401404089,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",2305,",",31,",",2628,",",38,)
",(",401416614,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",2711,",",23,",",2199,",",45,)
",(",401411136,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",258,",",17,",",97,",",34,)
",(",401416617,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",189,",",7,",",2084,",",38,)
",(",401403910,",",2022,",",6,",'",2022-10-08T16:00:00.000Z,"',",57,",",24,",",142,",",17,)
",(",401426342,",",2022,",",6,",'",2022-10-08T18:00:00.000Z,"',",2247,",",41,",",290,",",33,)
",(",401416616,",",2022,",",6,",'",2022-10-08T18:00:00.000Z,"',",195,",",55,",",2006,",",34,)
",(",401415633,",",2022,",",6,",'",2022-10-08T18:30:00.000Z,"',",2132,",",28,",",58,",",24,)
",(",401415632,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",2426,",",53,",",202,",",21,)
",(",401415631,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",2655,",",24,",",151,",",9,)
",(",401426581,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",5,",",41,",",2393,",",14,)
",(",401404091,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",197,",",41,",",2641,",",31,)
",(",401404011,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",26,",",42,",",254,",",32,)
",(",401403911,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",61,",",42,",",2,",",10,)
",(",401411135,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",221,",",45,",",259,",",29,)
",(",401416618,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",193,",",27,",",2309,",",24,)
",(",401416615,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",2459,",",32,",",2649,",",52,)
",(",401416613,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",2117,",",16,",",2050,",",17,)
",(",401405107,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",77,",",7,",",275,",",42,)
",(",401404164,",",2022,",",6,",'",2022-10-08T19:30:00.000Z,"',",113,",",24,",",2335,",",42,)
",(",401404009,",",2022,",",6,",'",2022-10-08T20:00:00.000Z,"',",9,",",45,",",264,",",38,)
",(",401411133,",",2022,",",6,",'",2022-10-08T20:00:00.000Z,"',",2390,",",24,",",153,",",27,)
",(",401403915,",",2022,",",6,",'",2022-10-08T20:00:00.000Z,"',",238,",",28,",",145,",",52,)
",(",401405110,",",2022,",",6,",'",2022-10-08T20:00:00.000Z,"',",127,",",20,",",194,",",49,)
",(",401411132,",",2022,",",6,",'",2022-10-08T20:00:00.000Z,"',",59,",",23,",",150,",",20,)
",(",401426582,",",2022,",",6,",'",2022-10-08T22:00:00.000Z,"',",2636,",",31,",",98,",",28,)
",(",401426343,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",2032,",",20,",",256,",",42,)
",(",401426346,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",2653,",",27,",",2572,",",10,)
",(",401426579,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",2229,",",12,",",41,",",33,)
",(",401415231,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",328,",",34,",",2005,",",27,)
",(",401415234,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",167,",",14,",",2751,",",27,)
",(",401426580,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",2348,",",41,",",2638,",",31,)
",(",401426345,",",2022,",",6,",'",2022-10-08T23:00:00.000Z,"',",326,",",36,",",2026,",",24,)
",(",401404127,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",87,",",28,",",252,",",20,)
",(",401403912,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",96,",",14,",",2579,",",24,)
",(",401404138,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",154,",",45,",",349,",",10,)
",(",401405106,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",356,",",9,",",2294,",",6,)
",(",401404088,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",66,",",9,",",2306,",",10,)
",(",401404012,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",30,",",30,",",265,",",14,)
",(",401411131,",",2022,",",6,",'",2022-10-08T23:30:00.000Z,"',",103,",",3,",",228,",",31,)
",(",401426344,",",2022,",",6,",'",2022-10-09T00:00:00.000Z,"',",2433,",",21,",",324,",",28,)
",(",401411134,",",2022,",",6,",'",2022-10-09T00:00:00.000Z,"',",152,",",19,",",52,",",17,)
",(",401403909,",",2022,",",6,",'",2022-10-09T00:00:00.000Z,"',",333,",",24,",",245,",",20,)
",(",401404008,",",2022,",",6,",'",2022-10-09T01:00:00.000Z,"',",12,",",22,",",2483,",",49,)
",(",401415232,",",2022,",",6,",'",2022-10-09T01:45:00.000Z,"',",68,",",40,",",278,",",20,)
",(",401415235,",",2022,",",6,",'",2022-10-09T02:30:00.000Z,"',",21,",",16,",",62,",",14,)
",(",401404010,",",2022,",",6,",'",2022-10-09T03:00:00.000Z,"',",24,",",27,",",204,",",28,)
",(",401426347,",",2022,",",7,",'",2022-10-12T23:30:00.000Z,"',",276,",",13,",",309,",",23,)
",(",401415634,",",2022,",",7,",'",2022-10-13T23:00:00.000Z,"',",2116,",",70,",",218,",",13,)
",(",401404092,",",2022,",",7,",'",2022-10-13T23:00:00.000Z,"',",277,",",43,",",239,",",40,)
",(",401415635,",",2022,",",7,",'",2022-10-14T23:30:00.000Z,"',",2567,",",40,",",2426,",",34,)
",(",401426584,",",2022,",",7,",'",2022-10-15T00:00:00.000Z,"',",2229,",",10,",",2636,",",30,)
",(",401416619,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",2006,",",21,",",2117,",",28,)
",(",401404094,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",201,",",52,",",2305,",",42,)
",(",401403920,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",145,",",48,",",2,",",34,)
",(",401426348,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",324,",",21,",",295,",",49,)
",(",401405115,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",130,",",41,",",213,",",17,)
",(",401404139,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",349,",",42,",",2142,",",17,)
",(",401416622,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",189,",",17,",",193,",",13,)
",(",401405112,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",356,",",26,",",135,",",14,)
",(",401404093,",",2022,",",7,",'",2022-10-15T16:00:00.000Z,"',",251,",",24,",",66,",",21,)
",(",401411140,",",2022,",",7,",'",2022-10-15T16:30:00.000Z,"',",259,",",14,",",2390,",",20,)
",(",401414783,",",2022,",",7,",'",2022-10-15T17:00:00.000Z,"',",113,",",7,",",2084,",",34,)
",(",401404153,",",2022,",",7,",'",2022-10-15T18:00:00.000Z,"',",2050,",",25,",",41,",",21,)
",(",401404014,",",2022,",",7,",'",2022-10-15T18:00:00.000Z,"',",38,",",20,",",25,",",13,)
",(",401416623,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2711,",",14,",",195,",",33,)
",(",401403916,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",252,",",35,",",8,",",52,)
",(",401411139,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",183,",",24,",",152,",",9,)
",(",401404162,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2335,",",21,",",2241,",",20,)
",(",401405114,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",84,",",33,",",120,",",38,)
",(",401404095,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2628,",",43,",",197,",",40,)
",(",401403918,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",61,",",55,",",238,",",0,)
",(",401403921,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2633,",",52,",",333,",",49,)
",(",401416620,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2199,",",10,",",2459,",",39,)
",(",401416621,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2649,",",52,",",2309,",",31,)
",(",401426352,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2653,",",17,",",326,",",14,)
",(",401426583,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",5,",",34,",",2429,",",20,)
",(",401426587,",",2022,",",7,",'",2022-10-15T19:30:00.000Z,"',",2393,",",17,",",98,",",35,)
",(",401415636,",",2022,",",7,",'",2022-10-15T20:00:00.000Z,"',",58,",",31,",",2655,",",45,)
",(",401426586,",",2022,",",7,",'",2022-10-15T20:00:00.000Z,"',",249,",",47,",",2348,",",27,)
",(",401405116,",",2022,",",7,",'",2022-10-15T20:00:00.000Z,"',",127,",",34,",",275,",",28,)
",(",401426349,",",2022,",",7,",'",2022-10-15T20:00:00.000Z,"',",290,",",45,",",256,",",38,)
",(",401404013,",",2022,",",7,",'",2022-10-15T21:30:00.000Z,"',",264,",",49,",",12,",",39,)
",(",401426585,",",2022,",",7,",'",2022-10-15T22:00:00.000Z,"',",2226,",",17,",",242,",",14,)
",(",401426350,",",2022,",",7,",'",2022-10-15T23:00:00.000Z,"',",6,",",41,",",2433,",",34,)
",(",401426351,",",2022,",",7,",'",2022-10-15T23:00:00.000Z,"',",2572,",",20,",",2032,",",19,)
",(",401415238,",",2022,",",7,",'",2022-10-15T23:00:00.000Z,"',",36,",",13,",",328,",",17,)
",(",401403917,",",2022,",",7,",'",2022-10-15T23:00:00.000Z,"',",57,",",35,",",99,",",45,)
",(",401411138,",",2022,",",7,",'",2022-10-15T23:30:00.000Z,"',",52,",",28,",",228,",",34,)
",(",401403919,",",2022,",",7,",'",2022-10-15T23:30:00.000Z,"',",96,",",27,",",344,",",17,)
",(",401404016,",",2022,",",7,",'",2022-10-15T23:30:00.000Z,"',",87,",",14,",",24,",",16,)
",(",401405113,",",2022,",",7,",'",2022-10-15T23:30:00.000Z,"',",2509,",",43,",",158,",",37,)
",(",401415637,",",2022,",",7,",'",2022-10-15T23:30:00.000Z,"',",151,",",47,",",235,",",45,)
",(",401409239,",",2022,",",7,",'",2022-10-16T00:00:00.000Z,"',",166,",",21,",",167,",",9,)
",(",401411137,",",2022,",",7,",'",2022-10-16T00:00:00.000Z,"',",150,",",35,",",153,",",38,)
",(",401404017,",",2022,",",7,",'",2022-10-16T00:00:00.000Z,"',",254,",",43,",",30,",",42,)
",(",401404015,",",2022,",",7,",'",2022-10-16T01:00:00.000Z,"',",204,",",24,",",265,",",10,)
",(",401415237,",",2022,",",7,",'",2022-10-16T02:30:00.000Z,"',",2439,",",7,",",2005,",",42,)
",(",401415239,",",2022,",",7,",'",2022-10-16T02:45:00.000Z,"',",278,",",17,",",23,",",10,)
",(",401415240,",",2022,",",7,",'",2022-10-16T03:59:00.000Z,"',",62,",",31,",",2440,",",16,)
",(",401426353,",",2022,",",8,",'",2022-10-19T23:30:00.000Z,"',",2026,",",42,",",2247,",",17,)
",(",401426354,",",2022,",",8,",'",2022-10-20T23:30:00.000Z,"',",6,",",6,",",2653,",",10,)
",(",401411141,",",2022,",",8,",'",2022-10-20T23:30:00.000Z,"',",59,",",9,",",258,",",16,)
",(",401415638,",",2022,",",8,",'",2022-10-21T23:30:00.000Z,"',",218,",",16,",",202,",",27,)
",(",401426592,",",2022,",",8,",'",2022-10-22T00:00:00.000Z,"',",98,",",20,",",5,",",17,)
",(",401415640,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",2426,",",20,",",248,",",38,)
",(",401411142,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",228,",",27,",",183,",",21,)
",(",401405121,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",164,",",24,",",84,",",17,)
",(",401415641,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",2567,",",27,",",2132,",",29,)
",(",401404096,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",239,",",35,",",2305,",",23,)
",(",401416628,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",2309,",",33,",",2006,",",27,)
",(",401403926,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",2633,",",65,",",2630,",",24,)
