,id,,season,,week,,start_date,,home_id,,away_id,
",(",401531875,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",309,",",2084,)
",(",401525849,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",2628,",",2567,)
",(",401525847,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",2305,",",252,)
",(",401531876,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",6,",",2117,)
",(",401526835,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",113,",",167,)
",(",401520259,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",142,",",235,)
",(",401520256,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",84,",",2006,)
",(",401525848,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",2306,",",2116,)
",(",401531338,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",2459,",",202,)
",(",401532406,",",2023,",",4,",'",2023-09-23T04:00:00.000Z,"',",2649,",",2711,)
",(",401520260,",",2023,",",4,",'",2023-09-23T16:00:00.000Z,"',",130,",",164,)
",(",401532408,",",2023,",",4,",'",2023-09-23T19:30:00.000Z,"',",193,",",2169,)
",(",401531873,",",2023,",",4,",'",2023-09-23T19:30:00.000Z,"',",295,",",2837,)
",(",401520261,",",2023,",",4,",'",2023-09-23T19:30:00.000Z,"',",127,",",120,)
",(",401520272,",",2023,",",4,",'",2023-09-23T19:30:00.000Z,"',",41,",",150,)
",(",401532405,",",2023,",",4,",'",2023-09-23T19:30:00.000Z,"',",189,",",195,)
",(",401520257,",",2023,",",4,",'",2023-09-23T21:00:00.000Z,"',",55,",",2199,)
",(",401531413,",",2023,",",4,",'",2023-09-23T22:00:00.000Z,"',",151,",",2241,)
",(",401520275,",",2023,",",4,",'",2023-09-23T22:30:00.000Z,"',",2229,",",2335,)
",(",401531877,",",2023,",",4,",'",2023-09-23T23:00:00.000Z,"',",326,",",2440,)
",(",401531870,",",2023,",",4,",'",2023-09-23T23:00:00.000Z,"',",2751,",",2026,)
",(",401520254,",",2023,",",4,",'",2023-09-23T23:00:00.000Z,"',",248,",",2534,)
",(",401520251,",",2023,",",4,",'",2023-09-23T23:00:00.000Z,"',",57,",",2429,)
",(",401520271,",",2023,",",4,",'",2023-09-23T23:00:00.000Z,"',",2653,",",98,)
",(",401520262,",",2023,",",4,",'",2023-09-23T23:00:00.000Z,"',",2393,",",36,)
",(",401521330,",",2023,",",4,",'",2023-09-23T23:30:00.000Z,"',",87,",",194,)
",(",401520265,",",2023,",",4,",'",2023-09-23T23:30:00.000Z,"',",213,",",2294,)
",(",401531872,",",2023,",",4,",'",2023-09-24T00:00:00.000Z,"',",328,",",256,)
",(",401520273,",",2023,",",4,",'",2023-09-24T01:00:00.000Z,"',",2638,",",2439,)
",(",401532407,",",2023,",",4,",'",2023-09-24T02:30:00.000Z,"',",278,",",2309,)
",(",401520253,",",2023,",",4,",'",2023-09-24T03:59:00.000Z,"',",62,",",166,)
",(",401531339,",",2023,",",5,",'",2023-09-28T23:30:00.000Z,"',",202,",",218,)
",(",401520277,",",2023,",",5,",'",2023-09-28T23:30:00.000Z,"',",98,",",2393,)
",(",401520276,",",2023,",",5,",'",2023-09-29T00:00:00.000Z,"',",2534,",",55,)
",(",401525512,",",2023,",",5,",'",2023-09-29T23:00:00.000Z,"',",152,",",97,)
",(",401520278,",",2023,",",5,",'",2023-09-30T01:00:00.000Z,"',",2638,",",2348,)
",(",401524020,",",2023,",",5,",'",2023-09-30T01:00:00.000Z,"',",204,",",254,)
",(",401525851,",",2023,",",5,",'",2023-09-30T02:15:00.000Z,"',",252,",",2132,)
",(",401531429,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",235,",",68,)
",(",401531882,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2433,",",2026,)
",(",401532410,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2117,",",2199,)
",(",401531414,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",242,",",151,)
",(",401525855,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2641,",",248,)
",(",401520290,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",164,",",2681,)
",(",401532412,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2006,",",2084,)
",(",401531436,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",249,",",2000,)
",(",401532413,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2309,",",193,)
",(",401531370,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2655,",",5,)
",(",401532587,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",278,",",2440,)
",(",401526836,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",113,",",2032,)
",(",401520289,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2509,",",356,)
",(",401520291,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2633,",",2579,)
",(",401531883,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2572,",",326,)
",(",401525852,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",201,",",66,)
",(",401520286,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",158,",",130,)
",(",401531881,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",276,",",295,)
",(",401520282,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",96,",",57,)
",(",401520280,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2,",",61,)
",(",401531880,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",256,",",6,)
",(",401525856,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2116,",",239,)
",(",401520287,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",77,",",213,)
",(",401532409,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2711,",",2050,)
",(",401520288,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",145,",",99,)
",(",401520283,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",120,",",84,)
",(",401525514,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",183,",",228,)
",(",401531404,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2567,",",2429,)
",(",401525516,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",259,",",221,)
",(",401524022,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",25,",",9,)
",(",401520279,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",8,",",245,)
",(",401520293,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",238,",",142,)
",(",401524023,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",38,",",30,)
",(",401525513,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",103,",",258,)
",(",401525853,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2628,",",277,)
",(",401531879,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2247,",",2653,)
",(",401520285,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",344,",",333,)
",(",401525438,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",150,",",87,)
",(",401520281,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",2294,",",127,)
",(",401524021,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",12,",",264,)
",(",401525854,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",251,",",2305,)
",(",401524024,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",24,",",2483,)
",(",401525515,",",2023,",",5,",'",2023-09-30T04:00:00.000Z,"',",59,",",189,)
",(",401520292,",",2023,",",5,",'",2023-09-30T16:00:00.000Z,"',",41,",",328,)
",(",401520284,",",2023,",",5,",'",2023-09-30T16:00:00.000Z,"',",135,",",309,)
",(",401531424,",",2023,",",5,",'",2023-09-30T19:30:00.000Z,"',",2426,",",58,)
",(",401532411,",",2023,",",5,",'",2023-09-30T19:30:00.000Z,"',",2649,",",2459,)
",(",401532588,",",2023,",",5,",'",2023-09-30T20:00:00.000Z,"',",2751,",",167,)
",(",401532586,",",2023,",",5,",'",2023-09-30T20:00:00.000Z,"',",2439,",",62,)
",(",401531878,",",2023,",",5,",'",2023-09-30T22:00:00.000Z,"',",290,",",324,)
",(",401532585,",",2023,",",5,",'",2023-09-30T23:00:00.000Z,"',",36,",",3101,)
",(",401532589,",",2023,",",5,",'",2023-10-01T00:00:00.000Z,"',",2005,",",21,)
",(",401520294,",",2023,",",6,",'",2023-10-05T00:00:00.000Z,"',",2393,",",55,)
",(",401520297,",",2023,",",6,",'",2023-10-05T01:00:00.000Z,"',",166,",",2229,)
",(",401520296,",",2023,",",6,",'",2023-10-05T23:00:00.000Z,"',",2335,",",2534,)
",(",401520295,",",2023,",",6,",'",2023-10-06T00:00:00.000Z,"',",2348,",",98,)
",(",401525857,",",2023,",",6,",'",2023-10-06T23:30:00.000Z,"',",197,",",2306,)
",(",401520301,",",2023,",",6,",'",2023-10-07T00:00:00.000Z,"',",356,",",158,)
",(",401525519,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2390,",",59,)
",(",401525522,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",258,",",2729,)
",(",401531884,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",309,",",326,)
",(",401531885,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2433,",",6,)
",(",401525517,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",228,",",154,)
",(",401520303,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",135,",",130,)
",(",401520309,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",242,",",41,)
",(",401525861,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",201,",",251,)
",(",401531886,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2572,",",295,)
",(",401520311,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",275,",",164,)
",(",401525439,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",97,",",87,)
",(",401525518,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",52,",",259,)
",(",401525521,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",152,",",276,)
",(",401520300,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",61,",",96,)
",(",401532415,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2084,",",2117,)
",(",401520307,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",194,",",120,)
",(",401525858,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",239,",",2641,)
",(",401525860,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2305,",",2116,)
",(",401520302,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2294,",",2509,)
",(",401524028,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",26,",",265,)
",(",401525859,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",66,",",2628,)
",(",401520299,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",57,",",238,)
",(",401524027,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",25,",",204,)
",(",401524026,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",9,",",38,)
",(",401520310,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",245,",",333,)
",(",401520304,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",344,",",2711,)
",(",401526837,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",113,",",2649,)
",(",401525520,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",153,",",183,)
",(",401524025,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",30,",",12,)
",(",401531389,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",218,",",2636,)
",(",401531380,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",5,",",58,)
",(",401532591,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2751,",",278,)
",(",401520308,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",145,",",8,)
",(",401520305,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",142,",",99,)
",(",401531340,",",2023,",",6,",'",2023-10-07T04:00:00.000Z,"',",2226,",",202,)
",(",401520298,",",2023,",",6,",'",2023-10-07T16:00:00.000Z,"',",349,",",103,)
",(",401520306,",",2023,",",6,",'",2023-10-07T19:00:00.000Z,"',",77,",",47,)
",(",401531433,",",2023,",",6,",'",2023-10-07T19:30:00.000Z,"',",2426,",",249,)
",(",401532414,",",2023,",",6,",'",2023-10-07T19:30:00.000Z,"',",2199,",",2050,)
",(",401532418,",",2023,",",6,",'",2023-10-07T19:30:00.000Z,"',",2006,",",2459,)
",(",401532416,",",2023,",",6,",'",2023-10-07T19:30:00.000Z,"',",193,",",189,)
",(",401532417,",",2023,",",6,",'",2023-10-07T19:30:00.000Z,"',",195,",",2309,)
",(",401531887,",",2023,",",6,",'",2023-10-07T20:00:00.000Z,"',",2653,",",2032,)
",(",401532592,",",2023,",",6,",'",2023-10-08T00:00:00.000Z,"',",68,",",23,)
",(",401532590,",",2023,",",6,",'",2023-10-08T00:00:00.000Z,"',",328,",",36,)
",(",401520313,",",2023,",",7,",'",2023-10-10T23:00:00.000Z,"',",2393,",",2348,)
",(",401531888,",",2023,",",7,",'",2023-10-10T23:30:00.000Z,"',",2026,",",324,)
",(",401520312,",",2023,",",7,",'",2023-10-10T23:30:00.000Z,"',",55,",",2335,)
",(",401520314,",",2023,",",7,",'",2023-10-11T23:30:00.000Z,"',",2229,",",2638,)
",(",401520315,",",2023,",",7,",'",2023-10-12T01:00:00.000Z,"',",166,",",2534,)
",(",401525862,",",2023,",",7,",'",2023-10-12T23:00:00.000Z,"',",248,",",277,)
",(",401531415,",",2023,",",7,",'",2023-10-12T23:30:00.000Z,"',",151,",",2567,)
",(",401531371,",",2023,",",7,",'",2023-10-13T23:00:00.000Z,"',",235,",",2655,)
",(",401532594,",",2023,",",7,",'",2023-10-14T00:00:00.000Z,"',",328,",",278,)
",(",401524029,",",2023,",",7,",'",2023-10-14T02:00:00.000Z,"',",38,",",24,)
",(",401520327,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",238,",",61,)
",(",401520325,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2579,",",57,)
",(",401524032,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",204,",",26,)
",(",401520318,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",96,",",142,)
",(",401520328,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",275,",",2294,)
",(",401520316,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",333,",",8,)
",(",401525863,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2132,",",66,)
",(",401525526,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",153,",",2390,)
",(",401531889,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2247,",",276,)
",(",401525523,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",150,",",152,)
",(",401524034,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",264,",",2483,)
",(",401532422,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2199,",",2309,)
",(",401531381,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2636,",",5,)
",(",401524033,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",254,",",25,)
",(",401525525,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",221,",",97,)
",(",401520326,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2633,",",245,)
",(",401532593,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",36,",",68,)
",(",401520323,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2509,",",194,)
",(",401520320,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",120,",",356,)
",(",401525527,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",259,",",154,)
",(",401525866,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2641,",",2306,)
",(",401525864,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",197,",",2305,)
",(",401525865,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2628,",",252,)
",(",401531420,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",58,",",2226,)
",(",401532419,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2050,",",2649,)
",(",401520319,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",99,",",2,)
",(",401524030,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",265,",",12,)
",(",401531390,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",249,",",218,)
",(",401520321,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",130,",",84,)
",(",401525524,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",52,",",183,)
",(",401531890,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",256,",",290,)
",(",401531405,",",2023,",",7,",'",2023-10-14T04:00:00.000Z,"',",2429,",",2426,)
",(",401520324,",",2023,",",7,",'",2023-10-14T16:00:00.000Z,"',",164,",",127,)
",(",401520317,",",2023,",",7,",'",2023-10-14T19:30:00.000Z,"',",349,",",2653,)
",(",401532421,",",2023,",",7,",'",2023-10-14T19:30:00.000Z,"',",2084,",",189,)
",(",401520322,",",2023,",",7,",'",2023-10-14T19:30:00.000Z,"',",213,",",113,)
",(",401532424,",",2023,",",7,",'",2023-10-14T19:30:00.000Z,"',",2459,",",195,)
",(",401532420,",",2023,",",7,",'",2023-10-14T19:30:00.000Z,"',",2117,",",2006,)
",(",401532423,",",2023,",",7,",'",2023-10-14T19:30:00.000Z,"',",2711,",",193,)
",(",401532597,",",2023,",",7,",'",2023-10-14T21:00:00.000Z,"',",2440,",",2439,)
",(",401532596,",",2023,",",7,",'",2023-10-14T22:00:00.000Z,"',",167,",",23,)
",(",401531891,",",2023,",",7,",'",2023-10-14T23:00:00.000Z,"',",326,",",2433,)
",(",401532598,",",2023,",",7,",'",2023-10-14T23:00:00.000Z,"',",2005,",",2751,)
",(",401524031,",",2023,",",7,",'",2023-10-14T23:30:00.000Z,"',",87,",",30,)
",(",401532595,",",2023,",",7,",'",2023-10-15T03:00:00.000Z,"',",62,",",21,)
",(",401520330,",",2023,",",8,",'",2023-10-17T23:00:00.000Z,"',",2335,",",2393,)
",(",401520329,",",2023,",",8,",'",2023-10-17T23:30:00.000Z,"',",55,",",98,)
",(",401531892,",",2023,",",8,",'",2023-10-17T23:30:00.000Z,"',",6,",",2572,)
",(",401520331,",",2023,",",8,",'",2023-10-18T23:00:00.000Z,"',",2534,",",2229,)
",(",401520332,",",2023,",",8,",'",2023-10-19T01:00:00.000Z,"',",2638,",",166,)
",(",401531341,",",2023,",",8,",'",2023-10-19T23:00:00.000Z,"',",202,",",242,)
",(",401531893,",",2023,",",8,",'",2023-10-19T23:00:00.000Z,"',",276,",",256,)
",(",401531391,",",2023,",",8,",'",2023-10-20T23:00:00.000Z,"',",218,",",2567,)
",(",401531382,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",5,",",235,)
",(",401525530,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",52,",",150,)
",(",401520339,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",99,",",349,)
",(",401520336,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",356,",",275,)
",(",401531895,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",295,",",2026,)
",(",401525531,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",153,",",258,)
",(",401531372,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2655,",",249,)
",(",401531896,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2032,",",324,)
",(",401520338,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2294,",",135,)
",(",401532428,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",195,",",2711,)
",(",401524036,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",24,",",26,)
",(",401532601,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",21,",",2440,)
",(",401532427,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",193,",",2649,)
",(",401520335,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2,",",145,)
",(",401531406,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",151,",",2429,)
",(",401520341,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",142,",",2579,)
",(",401525868,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2132,",",239,)
",(",401531897,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",309,",",2247,)
",(",401520342,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",158,",",77,)
",(",401525867,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",252,",",2641,)
",(",401525871,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",201,",",2116,)
",(",401524035,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2483,",",265,)
",(",401525532,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",154,",",221,)
",(",401532429,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",189,",",2006,)
",(",401520334,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",8,",",344,)
",(",401524038,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",264,",",9,)
",(",401532426,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2459,",",2199,)
",(",401524037,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",30,",",254,)
",(",401525872,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",277,",",197,)
",(",401525528,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",59,",",103,)
",(",401520340,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",127,",",130,)
",(",401525870,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2306,",",2628,)
",(",401520333,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",333,",",2633,)
",(",401531397,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2226,",",2636,)
",(",401525529,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",2390,",",228,)
",(",401525869,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",248,",",251,)
",(",401520343,",",2023,",",8,",'",2023-10-21T04:00:00.000Z,"',",194,",",213,)
",(",401520337,",",2023,",",8,",'",2023-10-21T16:00:00.000Z,"',",84,",",164,)
",(",401531434,",",2023,",",8,",'",2023-10-21T16:00:00.000Z,"',",2426,",",2005,)
",(",401531894,",",2023,",",8,",'",2023-10-21T18:00:00.000Z,"',",290,",",2433,)
",(",401532425,",",2023,",",8,",'",2023-10-21T19:30:00.000Z,"',",2050,",",2117,)
",(",401532430,",",2023,",",8,",'",2023-10-21T19:30:00.000Z,"',",2309,",",2084,)
",(",401520344,",",2023,",",8,",'",2023-10-21T19:30:00.000Z,"',",41,",",58,)
",(",401532600,",",2023,",",8,",'",2023-10-21T22:00:00.000Z,"',",167,",",62,)
",(",401532602,",",2023,",",8,",'",2023-10-21T23:00:00.000Z,"',",23,",",328,)
",(",401532599,",",2023,",",8,",'",2023-10-21T23:00:00.000Z,"',",2439,",",36,)
",(",401520345,",",2023,",",9,",'",2023-10-24T23:00:00.000Z,"',",2348,",",166,)
",(",401520346,",",2023,",",9,",'",2023-10-24T23:30:00.000Z,"',",98,",",2335,)
",(",401520347,",",2023,",",9,",'",2023-10-25T23:00:00.000Z,"',",2229,",",55,)
",(",401520348,",",2023,",",9,",'",2023-10-26T00:00:00.000Z,"',",2534,",",2638,)
",(",401531929,",",2023,",",9,",'",2023-10-26T23:30:00.000Z,"',",290,",",2247,)
",(",401525533,",",2023,",",9,",'",2023-10-26T23:30:00.000Z,"',",259,",",183,)
",(",401531407,",",2023,",",9,",'",2023-10-27T23:30:00.000Z,"',",2429,",",2226,)
",(",401525876,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",197,",",2132,)
",(",401532607,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",68,",",2751,)
",(",401531373,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",242,",",2655,)
",(",401531342,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2567,",",202,)
",(",401532432,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",195,",",193,)
",(",401531398,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2636,",",151,)
",(",401532606,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",278,",",2439,)
",(",401520350,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2,",",344,)
",(",401532431,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2199,",",2711,)
",(",401524041,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",25,",",30,)
",(",401525878,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2116,",",277,)
",(",401524043,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",26,",",38,)
",(",401520360,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",275,",",194,)
",(",401524039,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",12,",",204,)
",(",401520354,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",135,",",127,)
",(",401524042,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",24,",",264,)
",(",401520357,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",145,",",238,)
",(",401524040,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",9,",",265,)
",(",401524044,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",254,",",2483,)
",(",401520355,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",158,",",2509,)
",(",401520353,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",96,",",2633,)
",(",401520356,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",77,",",120,)
",(",401520359,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",245,",",2579,)
",(",401525875,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2306,",",248,)
",(",401531899,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",324,",",276,)
",(",401525537,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",59,",",153,)
",(",401525873,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",239,",",66,)
",(",401520351,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",103,",",41,)
",(",401531900,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",256,",",295,)
",(",401531430,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",249,",",235,)
",(",401525538,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2390,",",258,)
",(",401525877,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",251,",",252,)
",(",401520358,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",213,",",84,)
",(",401525874,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2305,",",201,)
",(",401525536,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",154,",",52,)
",(",401531902,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",6,",",309,)
